n_i,x_i,public_i,n_j,x_j,public_j,y_i,Z
5.0,0.6680998163137216,0.7433170670757526,0.0,0.6296466198461795,0.7105392854415837,0.03845319646754208,0.03277778163416889
2.0,0.8408167417470734,0.8475506903325675,0.0,0.6296466198461795,0.7105392854415837,0.2111701219008939,0.16978918652515262
4.0,0.9049706620191672,0.8798564496983916,0.0,0.6296466198461795,0.7105392854415837,0.27532404217298767,0.3391063507819605
6.0,0.8941567801733983,0.8886374521903916,0.0,0.6296466198461795,0.7105392854415837,0.26451016032721875,0.5172045175307683
1.0,0.8865809208114442,0.9231228437953368,0.0,0.6296466198461795,0.7105392854415837,0.2569343009652647,0.7297880758845214
0.0,0.8865809208114442,0.9231228437953368,10.0,0.8767574477396223,0.8603369406015507,0.009823473071821964,0.7925739790783075
8.0,0.930886358270777,0.9322578629885953,0.0,0.8767574477396223,0.8603369406015507,0.05412891053115476,0.864494901465352
5.0,0.9389190340827298,0.9290439466614836,5.0,0.9057864056798792,0.9241710108912196,0.033132628402850584,0.8693678372356161
18.0,0.9567137622673452,0.9399282248491958,20.0,0.9153450019865758,0.9352496511894268,0.04136876028076941,0.874046410895385
