n_i,x_i,n_j,x_j,y_i,dZ
25.0,0.9958910787659307,6.0,0.9967964342920816,-0.0009053555261508972,-0.01128413450688337
33.0,0.9977714325510132,10.0,0.9967964342920816,0.0009749982589315476,-0.004062288422478022
19.0,0.9979107180165748,7.0,0.9967964342920816,0.0011142837244931814,-0.003610923042202563
25.0,0.6402264125424999,22.0,0.6501122143316774,-0.009885801789177528,-0.004603840786825186
35.0,0.6459968793444057,21.0,0.6501122143316774,-0.004115334987271679,0.0026893362900577422
20.0,0.6487704183568972,41.0,0.6629241133224646,-0.014153694965567398,-0.0013005619618080555
32.0,0.6494398374638827,44.0,0.6708285889812139,-0.021388751517331217,0.0019140190131876622
35.0,0.6852439990769296,16.0,0.6708285889812139,0.014415410095715675,0.008644083685911741
33.0,0.6852439990769296,16.0,0.6708285889812139,0.014415410095715675,0.006924306652984491
35.0,0.6852439990769296,29.0,0.6708285889812139,0.014415410095715675,0.006307863877589415
5.0,0.6852439990769296,5.0,0.6781353945833499,0.00710860449357964,0.005215283081348776
78.0,0.7896993054553698,14.0,0.695994174343755,0.09370513111161483,0.061974158653846145
97.0,0.8124660799791156,26.0,0.7447565658855616,0.06770951409355397,0.030386117788461453
50.0,0.8124660799791156,32.0,0.801330008312552,0.011136071666563607,0.05288461538461542
20.0,0.8124660799791156,17.0,0.8032879234420836,0.009178156537032023,0.03425480769230771
6.0,0.594761650386646,11.0,0.5789270451770423,0.01583460520960367,0.03248441043083872
14.0,0.6632669413919382,11.0,0.6408753052503029,0.022391636141635307,0.04784722222222393
13.0,0.6946193736818715,11.0,0.6932214082214079,0.0013979654604636682,0.027923752834468574
2.0,0.6946193736818715,2.0,0.6932214082214079,0.0013979654604636682,0.026238662131519375
23.0,0.910709210995225,8.0,0.924826385910026,-0.014117174914801023,-0.014289554577489039
8.0,0.922805711108898,13.0,0.9327395036447432,-0.009933792535845254,-0.009642697460982008
0.0,0.922805711108898,28.0,0.9416848706836314,-0.018879159574733406,-0.018957059564969847
4.0,0.9255663227931236,11.0,0.9436261310009492,-0.0180598082078256,-0.01816236608671218
27.0,0.9451154795578796,40.0,0.9440762997625182,0.001039179795361389,0.0009662165530872624
25.0,0.9451410450076448,20.0,0.948754544380812,-0.0036134993731671283,-0.003568701371654326
35.0,0.9452938329753466,15.0,0.9499354492698584,-0.004641616294511763,-0.0046564532546221615
35.0,0.945361624197376,26.0,0.9529442026190296,-0.007582578421653552,-0.007484852465708403
5.0,0.958294395637573,2.0,0.9529442026190296,0.005350193018543448,0.00522559946686707
0.0,0.1770359360343852,10.0,0.1831452456008473,-0.006109309566462107,-0.03797115206675869
15.0,0.1840757391773559,17.0,0.2072850153761615,-0.023209276198805612,-0.074403829098521
31.0,0.2027877399183199,11.0,0.2123912725810036,-0.009603532662683711,-0.04661979709313499
35.0,0.2430392866284496,4.0,0.2264709002169428,0.01656838641150679,0.008666214458967703
25.0,0.2735712756586166,30.0,0.2528523327978874,0.020718942860729228,0.031219036320549398
27.0,0.2899872855386664,35.0,0.2888824897904726,0.0011047957481937765,0.03977193522080785
25.0,0.297295224085879,26.0,0.2950531953627821,0.0022420287230969227,0.05138234115601242
5.0,0.3043355129606067,5.0,0.2950531953627821,0.009282317597824608,0.0570432739975163
24.0,0.8687741894081168,4.0,0.867351280350048,0.0014229090580687442,-7.628553429406271e-05
15.0,0.8687741894081168,0.0,0.867351280350048,0.0014229090580687442,0.00014516213705750847
18.0,0.8687741894081168,0.0,0.867351280350048,0.0014229090580687442,0.0002313968079782347
8.0,0.8688526830524299,6.0,0.868308576973071,0.0005441060793589525,0.0003696615825872218
7.0,0.8688526830524299,7.0,0.8690388248972672,-0.00018614184483733975,-0.0003094904743720095
3.0,0.8688526830524299,5.0,0.8690388248972672,-0.00018614184483733975,-0.0003094904743720095
5.0,0.8688526830524299,4.0,0.8690737907511954,-0.00022110769876548808,-0.00021586451223409853
5.0,0.8688526830524299,9.0,0.8692355960073899,-0.0003829129549599575,-0.000928083336226404
22.0,0.8695687174977789,12.0,0.8692355960073899,0.00033312149038899896,0.0001413871100396369
12.0,0.8695687174977789,7.0,0.8693448433429145,0.00022387415486435636,0.0003493487619745661
11.0,0.8865229700615487,7.0,0.8864219022882988,0.00010106777324991878,-0.00020897809710518356
1.0,0.8865229700615487,1.0,0.8864219022882988,0.00010106777324991878,-0.00020897809710518356
6.0,0.8871853526985406,0.0,0.8864219022882988,0.0007634504102418394,-8.956204161647552e-05
3.0,0.8871853526985406,0.0,0.8864219022882988,0.0007634504102418394,-8.956204161647552e-05
1.0,0.8892334522512302,6.0,0.8877087282750934,0.0015247239761367881,-8.956204161647552e-05
0.0,0.8892334522512302,2.0,0.8877087282750934,0.0015247239761367881,-8.956204161647552e-05
0.0,0.8892334522512302,1.0,0.8883185556699954,0.0009148965812347809,-8.956204161647552e-05
0.0,0.8892334522512302,3.0,0.8891501102105195,8.334204071069884e-05,-8.956204161647552e-05
31.0,0.931485603971598,8.0,0.9942081286392156,-0.06272252466761763,-0.0647132649020642
14.0,0.9756261911216242,4.0,0.996667470311836,-0.021041279190211815,-0.021422901294219643
31.0,0.9984529981579378,3.0,0.9974268366308914,0.0010261615270463764,0.001118429495792772
12.0,0.9986282490914682,5.0,0.9984581846226144,0.00017006446885381443,7.593490619961507e-05
20.0,0.999065905020076,13.0,0.9990116727708204,5.423224925560355e-05,6.766161841620377e-05
3.0,0.7894687078060855,22.0,0.8096592269285838,-0.020190519122498363,-0.020721422446438376
0.0,0.7894687078060855,4.0,0.8124888051873809,-0.0230200973812954,-0.02343582579424186
6.0,0.8130082168324952,6.0,0.8147220489524313,-0.0017138321199360318,-0.0016292775272019888
3.0,0.8326230786647545,9.0,0.8156492288924744,0.016973849772280114,0.016814217147480548
1.0,0.8357019096979564,1.0,0.8156492288924744,0.02005268080548206,0.019900567328541174
1.0,0.8395071046201713,5.0,0.8156492288924744,0.02385787572769693,0.02371632337054974
2.0,0.8405189899425667,3.0,0.8168109243494747,0.02370806559309202,0.023473932370624673
1.0,0.8434319676907102,6.0,0.8393137017166461,0.0041182659740640615,0.003917101226254438
1.0,0.8448831381087255,3.0,0.8409723569757974,0.003910781132928087,0.003772034679639713
0.0,0.8448831381087255,4.0,0.8427264203854514,0.002156717723274082,0.0020816744208930205
2.0,0.8462366443935303,3.0,0.8434888504022967,0.0027477939912335936,0.0026192093793863114
1.0,0.8480549848878661,1.0,0.8438628237027869,0.004192161185079257,0.0040726949420054614
2.0,0.8496655608232926,7.0,0.8458965313364246,0.0037690294868679697,0.003682239116306829
0.0,0.6527100242966971,6.0,0.6578194686832858,-0.0051094443865886685,-0.004906443747543676
0.0,0.6527100242966971,5.0,0.6658296792147623,-0.013119654918065216,-0.013041547986462287
0.0,0.6527100242966971,2.0,0.6700760699891828,-0.017366045692485677,-0.017099196193397836
0.0,0.6527100242966971,6.0,0.6837794631364368,-0.03106943883973967,-0.030935174997082426
5.0,0.663821690551939,3.0,0.6837794631364368,-0.019957772584497824,-0.020413176407143796
3.0,0.6910364334608143,9.0,0.6864587489867829,0.004577684474031396,0.004586796031785578
7.0,0.6910364334608143,12.0,0.6904132837647461,0.0006231496960682481,0.0007168168815143705
13.0,0.699087261740899,20.0,0.6948655648574651,0.004221696883433879,0.004305539483198784
10.0,0.7006559135442195,14.0,0.7009480666000699,-0.0002921530558503971,4.328996626135062e-05
2.0,0.7014496231887319,2.0,0.7014413274278014,8.295760930532303e-06,0.0002332582438301367
3.0,0.7497717818817474,26.0,0.7481321722804007,0.001639609601346681,0.001996161660926643
0.0,0.7497717818817474,11.0,0.7491785766311121,0.0005932052506353314,0.0005858912871204991
0.0,0.7497717818817474,4.0,0.7491785766311121,0.0005932052506353314,0.0005858912871204991
3.0,0.7578824272048945,9.0,0.7668492951135426,-0.00896686790864809,-0.008976154975756878
2.0,0.7608727319812894,11.0,0.7815394202288656,-0.020666688247576226,-0.020746560705473205
3.0,0.7667359953385235,8.0,0.781859896735348,-0.015123901396824402,-0.015298898449265907
9.0,0.7727392648463169,9.0,0.7859896735347911,-0.013250408688474158,-0.012891486173341238
23.0,0.7727392648463169,16.0,0.791294530858003,-0.01855526601168611,-0.018254644878521464
20.0,0.7956970364015992,17.0,0.7935831863133872,0.002113850088211966,0.0023285422949662626
13.0,0.7179598953792502,8.0,0.6700087183958152,0.047951176983434984,0.09070294784580502
0.0,0.7179598953792502,4.0,0.6700087183958152,0.047951176983434984,0.09070294784580502
2.0,0.7179598953792502,7.0,0.6708805579773321,0.04707933740191805,0.0844671201814059
0.0,0.7179598953792502,9.0,0.6734960767218832,0.04446381865736704,0.07596371882086161
0.0,0.7179598953792502,5.0,0.6734960767218832,0.04446381865736704,0.07596371882086161
5.0,0.7550130775937227,5.0,0.6734960767218832,0.08151700087183955,0.07709750566893425
0.0,0.7550130775937227,9.0,0.6734960767218832,0.08151700087183955,0.07709750566893425
0.0,0.7550130775937227,5.0,0.6734960767218832,0.08151700087183955,0.07709750566893425
0.0,0.7550130775937227,13.0,0.6734960767218832,0.08151700087183955,0.0731292517006803
0.0,0.7550130775937227,9.0,0.6734960767218832,0.08151700087183955,0.0731292517006803
0.0,0.7550130775937227,13.0,0.6900610287707062,0.06495204882301653,0.056122448979591844
0.0,0.7550130775937227,13.0,0.6987794245858762,0.05623365300784655,0.05498866213151932
3.0,0.7624237140366172,10.0,0.7266782911944202,0.03574542284219706,0.04421768707482998
23.0,0.9338308818815942,2.0,0.9351367056825952,-0.0013058238010009715,-0.004164944921233427
18.0,0.9467214362639064,8.0,0.9361583039532432,0.010563132310663192,0.0050912462861457675
0.0,0.9467214362639064,2.0,0.9361583039532432,0.010563132310663192,0.0050912462861457675
15.0,0.9479617447895096,0.0,0.9361583039532432,0.011803440836266388,0.006573617337553794
13.0,0.9523832139435944,0.0,0.9361583039532432,0.0162249099903512,0.008615805066767401
15.0,0.9523832139435944,0.0,0.9361583039532432,0.0162249099903512,0.008615805066767401
35.0,0.9525730194997332,8.0,0.9492493603396992,0.003323659160033965,-0.0030607483530695756
35.0,0.9637101054821386,30.0,0.9565522008282084,0.0071579046539302915,0.006862585335403182
0.0,0.9764044313073748,2.0,0.9724562285407248,0.0039482027666499775,0.007143142708709083
2.0,0.9775958685706384,3.0,0.9786845729316176,-0.0010887043609791869,0.00019654616974440486
3.0,0.9807773104115084,15.0,0.9800347510086098,0.0007425594028985794,0.0009691998783142308
6.0,0.9811229187210756,8.0,0.9802861878156052,0.0008367309054704286,0.0007896404804064172
2.0,0.7222530020118194,14.0,0.6114267676767676,0.11082623433505179,0.007787621780117937
0.0,0.7222530020118194,3.0,0.7769811051385221,-0.05472810312670273,0.007787621780117937
3.0,0.7709479389328975,5.0,0.7769811051385221,-0.006033166205624663,0.031129467898392993
1.0,0.803711387736284,0.0,0.7769811051385221,0.02673028259776189,0.05167575748021558
0.0,0.803711387736284,7.0,0.7769811051385221,0.02673028259776189,0.020546289581822585
6.0,0.8179591558740936,0.0,0.7769811051385221,0.04097805073557148,0.026767979317085522
2.0,0.8371624701370552,0.0,0.7769811051385221,0.060181364998533105,0.026767979317085522
4.0,0.8467710036045099,0.0,0.7769811051385221,0.06978989846598771,0.030982333343843038
5.0,0.8467710036045099,4.0,0.8408881344565992,0.0058828691479106965,0.015859003058296794
3.0,0.855054041451863,5.0,0.8515922974558867,0.0034617439959763185,0.018139588653823924
6.0,0.8722422618299175,6.0,0.8566853703005155,0.015556891529401984,0.018139588653823924
